Requirement ID,Project ID,Project Name,Dataset ID,text,class,subclass,confidence,,Confidence,,
REQ_001_000166,P001,Library Management System,DS001,The CNG shall support a mechanism allowing the support of call forwarding toward non-IMS capable CNDs.,FR,Functional,0.8,,,,
REQ_001_000167,P001,Library Management System,DS001,The CNG shall support intra-CPN communication between IMS and non-IMS capable CNDs.,FR,Functional,0.8,,,,
REQ_001_000168,P001,Library Management System,DS001,The customer environment (CNG and/or CNDs) should support a mechanism to allow service roaming,FR,Functional,0.2,,,,
REQ_001_000169,P001,Library Management System,DS001,(i.e. using the same CND in two different CPNs declaring the same public identity). Supporting this scenario for non IMS capable CNDs is still to be discussed.,FR,Functional,0.5,,,,
REQ_001_000170,P001,Library Management System,DS001,The NGN network should be provided with a CND location information.,FR,Functional,0.2,,,,
REQ_001_000171,P001,Library Management System,DS001,Codec requirements and capabilities for the User Equipment (including the CNG) are already defined in TS 181 005 [1] which describes service requirements and capabilities for the TISPAN NGN.,FR,Functional,0.5,,,,
REQ_001_000172,P001,Library Management System,DS001,The CNG shall support mechanisms for managing IPTV flows provided both in unicast and multicast mode.,FR,Functional,0.8,,,,
REQ_001_000173,P001,Library Management System,DS001,In case of multicast flows the CNG shall keep a record of which devices are subscribed to which multicast group.,FR,Functional,0.8,,,,
REQ_001_000174,P001,Library Management System,DS001,An IPTV media flow shall be terminated by a STB or by a specific device called media gateway (or application gateway). The CNG shall not terminate any IPTV flow by itself.,FR,Functional,0.8,,,,
REQ_001_000175,P001,Library Management System,DS001,The CNG shall support the connection to a STB (or media gateway) both in a bridged or in a routed mode of operation.,FR,Functional,0.8,,,,
REQ_001_000176,P001,Library Management System,DS001,Depending on the operation mode chosen (bridged or touted) and on the type of flow treated (unicast or multicast) the CNG shall forward packets only to the physical interfaces which are connected to devices interested to the IPTV flow.,FR,Functional,0.8,,,,
REQ_001_000177,P001,Library Management System,DS001,In case of multicast streams the CNG should support proxy functionalities to optimize the management of information related to signalling.,FR,Functional,0.2,,,,
REQ_001_000178,P001,Library Management System,DS001,"CNG shall perform a link layer multicast to unicast translation if the STB or media gateway are connected using customer network technologies not supporting multicast flows (e.g. powerlines, wireless).",FR,Functional,0.8,,,,
REQ_001_000179,P001,Library Management System,DS001,STB or media gateways should be equipped with a programmable open API allowing the implementation of specific service logics.,FR,Functional,0.2,,,,
REQ_001_000180,P001,Library Management System,DS001,Functionalities related to Electronic Programming Guide and DRM management shall be implemented in STB or media gateway and not in CNG.,FR,Functional,0.8,,,,
REQ_001_000181,P001,Library Management System,DS001,Media flows (data plane) transcoding shall be performed by STB or media gateway and not by the CNG.,FR,Functional,0.8,,,,
REQ_001_000182,P001,Library Management System,DS001,Protocols adaptation for control plane or management plane may be performed by CNG.,FR,Functional,0.5,,,,
REQ_001_000183,P001,Library Management System,DS001,"Presence related information shall be sent to the NGN by the STB or the CNG (depending on the specific architectural choices, CNG could manage the presence related information on behalf of the specific device used) to enable specific services tailored on the specific user's profile.",FR,Functional,0.8,,,,
REQ_001_000184,P001,Library Management System,DS001,The CNG shall classify packets entering the CPN through its WAN interface (downstream direction) according to a number of predefined priorities. Classification can be done on the basis of different layer 2 and/or layer 3 parameters.,NFR,Performance,1,,,,
REQ_001_000185,P001,Library Management System,DS001,"The number of possible values defining the packet priority and, by consequence, the number of queues managed in the downstream direction shall be coherent with the number of concurrent services (data, communication, entertainment) to be treated and supported.",NFR,Performance,1,,,,
REQ_001_000186,P001,Library Management System,DS001,"When forwarding packets from the WAN interface to the customer network, the CNG shall perform one of the following three actions, depending on the classification results: manage a number of queues corresponding to the different priorities detected in the classification phase for each packet processed, send the packets to some internal buffers or simply drop the packet.",FR,Functional,1,,,,
REQ_001_000187,P001,Library Management System,DS001,The CNG shall classify packets coming from the CPN through its LAN interfaces (upstream direction) according to a number of predefined priorities. Classification can be done on the basis of different layer 2 and/or layer 3 parameters.,NFR,Performance,1,,,,
REQ_001_000188,P001,Library Management System,DS001,"The number of possible values defining the packet priority and, by consequence, the number of queues managed in the upstream direction shall be coherent with the number of concurrent services (data, communication, entertainment) to be treated and supported.",NFR,Performance,1,,,,
REQ_001_000189,P001,Library Management System,DS001,"When forwarding packets from the customer network to the WAN interface, the CNG shall manage a number of queues corresponding to the different priorities detected in the classification phase for each packet processed.",NFR,Performance,1,,,,
REQ_001_000190,P001,Library Management System,DS001,CNG shall be able to classify intra-LAN traffic that is simply bridged by the CNG itself within the CPN.,FR,Functional,0.8,,,,
REQ_001_000191,P001,Library Management System,DS001,"Traffic marking: depending on what are the parameters used to perform classification, CNDs or CNG itself on behalf of the CNDs shall be able to modify the packets' priority.",FR,Functional,0.8,,,,
REQ_001_000192,P001,Library Management System,DS001,"In case of huge amount of traffic in upstream or downstream directions, a congestion management mechanism shall be implemented in the CNG to minimize the impact from the user experience point of view.",FR,Functional,0.8,,,,
REQ_001_000193,P001,Library Management System,DS001,"In case of managed services, QoS rules applied by CNG shall be configurable by a remote management system",FR,Functional,0.8,,,,
REQ_001_000194,P001,Library Management System,DS001,"In case of unmanaged services, user shall be able to access a QoS configuration function implemented in the CNG.",FR,Functional,0.8,,,,
REQ_001_000195,P001,Library Management System,DS001,"The CNG shall be equipped with an application client to be remotely manageable by the service providers for configuration, monitoring, firmware upgrade purposes. In case of multiple service providers multiple clients configuring different sets of parameters (for example referring to different services) may be present. A single parameter can be modified by a single client only.",FR,Functional,0.8,,,,
REQ_001_000196,P001,Library Management System,DS001,"It shall be possible to configure the CNG (e.g. firmware downloading) according to the subscribed services. This operation may be performed when the CNG is connected to the network for the first time, for each new service subscription/modification, or for any technical management (e.g. security, patches, etc.).",FR,Functional,0.8,,,,
